<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
Feature ID	Data Definition	Alternate Name	Name	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Data Submitter
ABY-0125364	signal	YPO3002		33.4	87.4	67.9	59	70.2	119.3	127.7	14.5	93	88.8	78.2	107.6	9	20.4	31.4	7.2	17	27.8	31.4	31.3	44.1	39.4	49.9	45.4	70.1	53.9	57.6	65.7	85.2	69.2	YU QIU
ABY-0125379	signal	YPO3003		57.3	47.5	40.5	42.1	50.8	17.6	92	75	90.3	76.7	92	89	18.4	19.1	16.1	12.2	10.1	16.9	25.4	23.8	19.8	28.4	35.3	44.8	46	48.9	54	73.1	55.3	57.4	YU QIU
ABY-0125385	signal	YPO3006		42.4	73.6	42.6	64.9	54.6	100.6	35.2	41.7	56.4	39.8	27	41.2	6	8.2	8.8	5.5	2.8	7	11.5	10.2	2.8	4.7	18.9	10.3	42.9	42.3	75.8	27.8	38.1	48.8	YU QIU
ABY-0125386	signal	YPO3007		185.1	204.5	198.2	201.5	194.9	158.4	197.1	228.4	183.1	196.5	170.9	207.7	75.4	92.7	80.2	101.7	97.4	122.9	155.3	154.4	145.2	123.2	207.7	124.7	128.3	149	148.4	161	112.1	119.3	YU QIU
ABY-0125389	signal	YPO3008		159.9	174.4	132.6	156.3	118.1	185.1	98.8	172	135.7	97	110.5	141.9	126.1	142.1	97.6	137.6	124.7	123.4	104.6	83.5	82.1	92.9	85.8	90	141.6	141.3	196.3	112.7	137.5	143.5	YU QIU
ABY-0125394	signal	YPO3009		335.2	212.8	216.2	304	288.1	454.9	55.3	79.1	59.5	46	46.9	67.5	173.8	171.7	154.5	174.1	140.6	162.5	97.6	70.3	80.1	85.7	77.3	102.2	110.4	100.7	121.9	130.2	95.9	67.4	YU QIU
ABY-0125396	signal	YPO3010		11	18.3	3.3	20	26.3	19.5	6.6	2.1	3.8	3.1	9.1	12.2	27	20.9	15.4	22.7	16.7	21.9	13.3	7.6	2.1	15.3	7.1	0.7	21.9	4.9	46.7	18.1	34.3	32	YU QIU
ABY-0125397	signal	YPO3011	cysM	380.8	471.3	511.5	400.3	526.5	423.2	474.2	611.2	386	461.9	440.8	322.6	569.2	561.2	742.1	626.3	651.4	711.1	812.7	735.1	609.8	629	573.6	527.7	1457.9	1049.9	1164.1	1040.6	1082.8	1084.9	YU QIU
ABY-0125400	signal	YPO3012	cysA	142	71.6	283.8	144.4	224.4	133.5	372.4	191.5	296.5	265.8	257	314.4	402.3	300.6	469.6	402.8	509	382.1	1031	763.8	869.8	1041.3	676.2	975.7	2930.2	1969	2142.9	1715.7	1960.9	1948.6	YU QIU
ABY-0125404	signal	YPO3013	cysW	119.2	156.1	151.6	95.6	134.8	143.2	117.6	121.8	108.7	120.5	83.3	106.2	165.7	197.8	225.1	213.3	226.9	243.9	364.9	248.5	280.2	291.8	179.9	286.3	1193.6	841.6	692.9	829.7	946.4	935.6	YU QIU
ABY-0125413	signal	YPO3014	cysU	13.9	30.8	28.3	9.8	31.2	14.8	82.5	114.6	92.6	79.7	66.6	56	134.3	150.4	178.2	162.6	165.5	134	287	230.5	195.1	229.2	153.5	217.7	1696.4	1071	1049.8	1067.6	1271.7	1201.7	YU QIU
ABY-0125423	signal	YPO3015	cysP	103.1	117.3	196.8	152.4	198.4	170.5	103.6	106.6	95.2	105.7	107.8	117.4	469.5	360.7	501	436.7	509.4	428.6	725.2	466.7	521.8	745.3	471.8	836.6	4649.4	3509	3025.1	2741.2	3071.6	3197.6	YU QIU
ABY-0125425	signal	YPO3016	nanT	70.5	253.2	110.2	191.6	99	271	170.7	132	109.7	175.6	128.9	153.8	97	120	119.3	98.6	121.9	95.6	68.5	70.5	60.9	55	57.5	58	70.1	130.4	113.7	146	95.4	114.3	YU QIU
ABY-0125440	signal	YPO3017		243.7	313.1	396.5	284.3	317.6	372.7	169.1	178.3	216.3	145.1	237.3	201.7	342	367.5	275.1	351.3	397.1	306.1	249.3	216.7	206.5	213.3	206.9	205.1	360.2	278.5	278.9	257.5	263.4	273.4	YU QIU
ABY-0125443	signal	YPO3018		12.7	9.5	13.4	12.3	23.7	5.3	9.6	24.9	30	19.7	6	18.9	20.6	30.5	18.3	14.4	19.9	25.7	6.8	8.3	7.2	5.9	2.8	8.7	26.5	23.6	37.9	9.1	21.4	15.8	YU QIU
ABY-0125444	signal	YPO3019		85	133	123.6	156.8	147.3	170.9	100.8	138.9	135.6	123.1	87.3	136.6	200.2	207.6	116.8	134.9	106.3	114.4	99.8	92.9	112.9	75.5	74.9	85.6	112.4	109.8	109.4	129	103	129.3	YU QIU
ABY-0125445	signal	YPO3020		234.5	331	262.6	320.5	204.6	530.6	274.2	272.8	327.8	263.1	259.2	263	278.7	341.5	381.3	364.4	355.4	343	246.3	267.2	277.9	214.3	211.4	198.9	162.9	225.1	216.7	178	200.2	200.9	YU QIU
ABY-0125453	signal	YPO3023	nanE	116.7	127.5	102.3	187.2	188.6	347.2	90.8	120.4	97.1	90.7	74.3	100	148.2	131.7	124	129.1	134.4	135.9	110.5	97.1	102.2	83.1	94.4	79.4	53.7	68.3	118.1	92.6	43.3	79.5	YU QIU
ABY-0125454	signal	YPO3024		204.2	361.2	151	287.4	211.7	483.9	184.3	90.6	111	117.1	95.2	122.6	173.4	149.1	208	199.2	205.2	204.1	152.7	138.9	181.2	141.7	155.3	173.3	116.9	164.8	139.3	138.7	133.5	128	YU QIU
ABY-0125457	signal	YPO3025	yfeX	646.1	975	564.8	976.4	559	1043.8	423.9	451.9	420.3	449	445.8	399.6	367.3	272	325.7	409.9	387.3	380.1	315.8	340.7	400.9	381.5	340.1	517.8	404.1	404.2	252.3	359	339.4	326.5	YU QIU
ABY-0125458	signal	YPO3026	yfeY	516.8	490.5	574.2	393.1	489.9	420.8	547.8	422.3	463.6	399.6	406.1	373.1	413.3	355.5	221	293.6	250.5	291.8	281.6	332.2	309.3	267.3	284.5	297.6	613.1	487.2	547.2	681	545.4	660	YU QIU
ABY-0125460	signal	YPO3027		1465.7	1845.2	1916.1	1648.5	2451.9	2160.4	4112.6	3981.3	4102.8	3270.6	3306.8	2424.3	1943.9	1837.9	2039.6	1864.4	1984.6	1893.9	1002.2	1171.7	1492.3	1517	1471.2	1562.3	8580.4	8178.1	7430.7	7654.8	6185.7	6151.5	YU QIU
ABY-0125462	signal	YPO3028		56.4	41.7	56.4	86.1	60.7	19.4	85.4	97.9	91.1	66.3	56.4	75.8	28.9	27.1	22.3	25.6	24.2	28.9	31.6	36.8	47.7	41.3	44.9	49.6	37.6	4.8	87.6	28.1	48.3	45	YU QIU
ABY-0125463	signal	YPO3029		13.3	36.8	8.1	15.5	1	25.4	1.9	10.6	22.1	14.7	1.5	23	6	12.2	9.1	12	10.7	12.9	0.8	9.6	7.2	5.7	7.2	2.2	13.1	2.2	3.6	2.7	8	7.5	YU QIU
ABY-0125468	signal	YPO3030		6.3	6.7	2.5	4	9.9	3.1	7.2	2.5	3.4	3.8	9.5	10.7	0.5	1.9	7.6	1	0.6	1.3	4.9	6.6	12.5	13.1	17.6	2.9	16.4	1.1	35.4	2.6	29.9	1.1	YU QIU
ABY-0125469	signal	YPO3031	ypeA	171.8	304.5	352.2	224.8	240.5	171.5	243.6	259.1	210.7	180	204.2	192.2	195.3	204.3	204.3	211.7	197	235.1	254.6	217.4	131.2	98.3	100.6	56.6	248.3	224.8	308.4	268.2	270.7	293.2	YU QIU
ABY-0125471	signal	YPO3032	hemF	233.4	300.4	391.5	272.2	421.3	302.5	137.1	116.5	123.8	129.5	108.9	128.9	373.4	412.1	371.4	422.1	437.4	420.7	457.4	387.6	416.9	337.7	253.1	331	78.5	64	89.5	75.8	93	64.1	YU QIU
ABY-0125474	signal	YPO3033	yaiI	461.4	449.4	579.9	568.9	490.9	356.2	92.6	116.5	113.3	96	118.9	115.9	446.3	472.9	515.7	579	584.9	576.1	524.9	455.8	400.8	522	406.6	558.2	169.7	138.8	170.6	130.5	121.1	153.2	YU QIU
ABY-0125475	signal	YPO3034	maeB	975.8	1122.4	697	1405	885.5	1292.5	626.1	382.7	505	594.2	586.8	569.2	564.9	668.4	636.1	544.4	507.6	533.2	604.6	714.4	811.6	915	634.8	955.1	418.5	507.3	476.4	458.5	408.8	419.7	YU QIU
ABY-0125478	signal	YPO3035	nudK	198.9	215.9	254.8	148.3	259.5	152.5	169.1	264.1	150.2	149.7	186.9	169	230.1	206.2	184.8	215.5	184.2	212	172.8	192.4	188.4	179.3	144.4	161.6	160.7	162.7	175.8	191.1	140.4	178.6	YU QIU
ABY-0125481	signal	YPO3036	napC	743.6	745.4	410.2	1073.7	438.5	948.1	253.1	138.6	207.9	196	172.4	158.4	676	646.7	565.1	579.3	597	635.4	291.1	455.6	685.4	563	347.1	852	730	717.5	812.4	799.6	762.2	917.7	YU QIU
ABY-0125485	signal	YPO3037	napB	811.2	834.4	381	1024.6	476.5	947.8	118.3	132.2	175	119.7	151.7	153.8	473.3	565.9	634.9	551.8	537.1	558.3	277.8	534	708.3	926.7	297	922.9	510.3	772.3	511	676.4	766.6	650.6	YU QIU
ABY-0125488	signal	YPO3038	napA	1909.9	1684.1	885	2235.6	952.5	1967.6	191.4	273.3	255.7	169.1	238	224.1	703.8	810.4	1057.9	1086.2	1060.4	1194.6	419.3	885.5	1679.6	1396.9	708.8	2130.3	1086.7	1347	1192.6	1513.5	1326.2	1340.4	YU QIU
ABY-0125492	signal	YPO3039	napD	958.9	1253.6	812.9	1423.9	707.3	992	199.6	110.7	182.4	138.6	173.5	286	591.2	664.3	583.7	686.7	703.6	572.9	425.1	898.9	1119.2	959	491.4	1093	596.8	993.6	730.1	833.6	1025.5	1113.1	YU QIU
ABY-0125493	signal	YPO3040	napF	653.1	977.8	516.2	881.6	515.5	805.1	207.6	256.1	249.2	173	160.7	267.3	629.4	587	510	598.6	541.6	498.8	305.6	734.4	924.1	765.7	391.4	919.2	705.6	1085.6	907	1143.8	1166.3	1240.3	YU QIU
ABY-0125500	signal	YPO3041	narP	370.3	364.3	186.6	431.2	264.7	529.4	449.2	334.5	480.3	335.6	424.7	397.1	424.4	380.1	276.4	363.1	318.6	271.9	189.1	217.3	223.2	202.3	240.9	214.5	1069	1120.9	914	1039.9	973	984.7	YU QIU
ABY-0125505	signal	YPO3042		87.8	21.7	95.4	92.4	15.5	74.8	82.7	122.5	115.8	89.2	70.2	78.8	68.2	58.7	49.9	57.5	53.4	69.9	45.9	43.4	49.1	31.6	33.4	41.3	202.4	184.7	168.4	185.9	181.3	200.4	YU QIU
ABY-0125506	signal	YPO3043		226.7	186.8	169.9	166.6	203.7	169.7	91.4	142.3	144.2	61.8	83.4	92.6	57	69.4	70.7	49.1	62.7	84	44	41.3	55.4	51.8	57.1	31.8	85.3	130.1	147	105	88.2	59	YU QIU
ABY-0125519	signal	YPO3044		57.5	24.1	33.6	49	8	23.2	29.4	21.3	47.5	26.6	9.8	23.2	55.7	52.5	47.6	57.3	50.3	59.4	5.2	21	2.9	1.6	2.8	19.3	79.6	118.8	107.5	101.3	96.8	66.5	YU QIU
ABY-0125520	signal	YPO3045		77.4	103.3	53.2	40.9	58.9	86	63.7	120.8	111.6	96.3	67.2	118.5	23.2	2.6	5.6	15.1	2.9	9.1	24.7	31.4	30.7	25.1	29	33.8	35.5	65.1	55.4	2.9	14.9	23.5	YU QIU
ABY-0125525	signal	YPO3046		145.3	145.8	84.7	94.8	140.2	129.8	110.5	110.4	115.7	76.9	83.9	116	26.8	25.6	27.2	25.3	28.4	38.6	38.7	39.1	49.9	44.6	45.9	54.8	68.2	58.8	80.4	60	64	54.5	YU QIU
ABY-0125527	signal	YPO3047		67.3	84.4	82.5	70.2	156.7	120.9	77.8	119.1	115.3	123.5	122.8	103.4	46.1	33.1	45.7	27.5	40.8	36.8	69.7	83.2	64.1	86.4	72.2	73.6	121.1	69.5	118	107.3	80.7	83.3	YU QIU
ABY-0125530	signal	YPO3048		254.5	255.6	251.1	388.4	215.9	309.9	731.3	887.2	940.4	849.2	1010.9	903.4	1114	1275.2	1787.3	1745.3	1780.2	1882.6	809.8	672.1	818.6	851.5	788.8	926.8	2513.3	2199.5	2331.5	2334.2	2359.9	2244.3	YU QIU
ABY-0125534	signal	YPO3049		182.5	202.4	59.4	267.7	110.8	195.8	1042.1	961.1	1078.1	963.5	1008.4	959.6	1352.3	1571.7	1592.3	1484.7	1366.4	1384.1	978.1	696.7	852.7	899.7	732.4	815.1	3336.1	3576.8	2995.1	3101.6	3145.3	3051.7	YU QIU
ABY-0125554	signal	YPO3050		120.9	222.3	31.2	394.7	99.3	159.9	1263.2	1582.4	1629.6	1242.4	1628	1301.3	1998.2	1968.9	2009.6	2073.6	1806.2	2010.1	991.9	728.3	1052.2	997.4	928.8	1163.1	9713.2	9682.1	9960.9	9269.4	9521.4	8755.5	YU QIU
ABY-0125555	signal	YPO3051		143.7	169.8	163.5	123.4	163.1	148.2	123	156.4	173.1	157.7	144.5	150.6	168.2	109.5	190.2	189.4	144.8	150.9	99.3	91.1	66.3	69.2	64.7	84.1	353.5	382.7	321.9	339.2	429.8	411.8	YU QIU
ABY-0125556	signal	YPO3052	yffB	403.5	398	572.9	421.8	480.3	385.5	453	449.3	513.2	437.1	405.1	431.5	852.7	984.5	961.9	1005	919	922.1	657.3	548.8	468.2	400.6	414.6	295.4	587.9	538.2	548.1	508.5	500.7	560.2	YU QIU
ABY-0125557	signal	YPO3053	dapE	645.3	486.6	606	572.8	621.8	616.6	442	500.8	520.6	450.5	469.2	455.3	667.5	810.9	736.2	793	811.7	901.1	585.3	481.2	451.7	526.2	616.3	580.2	528.4	527.6	457.9	471.4	418.8	402.9	YU QIU
ABY-0125560	signal	YPO3054		570.1	760.3	684	571.3	565.9	681.9	514.7	392.2	515.1	475.8	469.3	443.5	651.7	690.4	748	734.8	670.1	659.1	580.1	506.8	494.2	484.3	481.5	470.7	614.3	614.8	756.1	618.4	556.2	664.5	YU QIU
ABY-0125562	signal	YPO3055		92	124.6	115.2	107.1	75.4	69.4	60.6	127.9	96.1	76.5	65.6	92.1	102.1	100.5	69.1	116.4	77.6	91.5	55.7	49.1	53.6	57.4	42.3	37.3	131.6	116.1	99.8	131.8	79.6	107.5	YU QIU
ABY-0125563	signal	YPO3056	ypfI	182.5	231.1	195.3	271.6	297.1	153.9	157.5	199.8	239.9	170.8	171.1	152.8	211.6	221.2	176.2	217.7	225.6	209.9	212.3	198.7	188	179.4	236.2	247.2	129.4	134.4	178.5	138	111.3	90.5	YU QIU
ABY-0125566	signal	YPO3057	yeaL	132.8	108.8	106.6	97.5	76.5	87.9	133.9	123.5	134.5	126.9	95.6	119.2	148	171.2	122.7	150.2	120.5	154	138.3	135.7	111.9	101.1	123.7	118.1	94.4	133	93.2	112.1	111.4	93.8	YU QIU
ABY-0125571	signal	YPO3058		571.5	426	629.1	397.2	431.6	332.4	536.6	326.5	496.1	536.5	452.8	493.2	541.9	619.1	692.8	604.9	667	610.2	608.4	536	536.1	520.3	557.2	501.4	698.5	599.7	679.9	689.6	584.4	575.7	YU QIU
ABY-0125574	signal	YPO3059	purC	831.2	936.7	964.6	1055.2	740.9	898.1	344	366.4	380.8	306.9	274.6	321	1792.9	1322.7	1420.6	1414	1537.2	1491.6	2117.4	1953.7	2343.3	2265.4	2164	2178.4	526.2	470.4	614.6	516.9	555.9	496	YU QIU
ABY-0125581	signal	YPO3061	nlpB	2044.9	1884.6	2388.4	2394.7	2063.7	2621.7	1843	1468	1684.8	1738.5	1567.9	1689.4	2256.5	2788.8	2446	2508.1	2491.7	2827.5	2382.5	2198.3	2200.4	2274.3	2219.9	2294.3	1872.5	1991.3	1654.7	1691	1789	1953.2	YU QIU
ABY-0125583	signal	YPO3062	dapA	1764	1504.2	1874	1509.4	1911.6	1545.1	1635.2	1637.4	1438.8	1365.9	1605.7	1360.9	2133	1883.2	2317.6	2145.9	2217.1	2236.2	2083.2	1996	1916.4	1903.7	1918.4	1755.2	2055.8	2003.6	2333.8	2188.3	1720.3	2023.6	YU QIU
ABY-0125587	signal	YPO3063	gcvR	1432.6	1175.4	1647.7	1208.2	1635.7	1127.9	764.4	1109	1179.5	917.7	986	1089.7	3013.8	3373.5	3004.4	2965.9	2961.7	2886.4	2094.7	1576.3	1616.6	1519.3	1484.4	1294.3	2000.8	2048.3	1726.4	1722	1675.4	1799.1	YU QIU
ABY-0125588	signal	YPO3064	bcp	1303	1451.9	1420	986.3	1439.4	1035.9	410.9	643.4	510.4	485.7	472	555.7	1783.8	1835.9	1603.3	1673.3	1675	1683.6	1104.7	850.1	912.1	952.2	793.8	765.9	1124.8	969.2	997.5	939.8	1009.2	1013.7	YU QIU
ABY-0125590	signal	YPO3065		55.9	56	38.2	41.8	65.6	65.8	24	38	54.7	26.8	29	31.6	36.8	19.9	31.8	31.5	48.6	33.4	18.5	16.3	15.5	3.6	10.8	11.7	54	47.9	46.6	60.3	80.3	32.5	YU QIU
ABY-0125591	signal	YPO3066		54	124	106.2	65.4	131.5	84.4	89.6	85.1	92.5	90.7	71.6	97.2	178.9	128.6	141.2	170.4	124.1	123.1	82.8	95.3	76.4	55.7	44.7	34.5	128	83.9	116.4	146.3	138.9	185.7	YU QIU
ABY-0125592	signal	YPO3067		53.1	114.8	50.8	52.9	65.5	58.2	29.2	109	3.6	8.3	34	19.3	3.4	27.6	27.9	14.2	10.1	20.8	12.2	12.1	16.3	8.2	15.7	12.4	51.9	46.1	65.4	63	29.4	48.8	YU QIU
ABY-0125593	signal	YPO3068	yfgO	151.2	169.4	146.6	145.6	107.3	133.7	143.5	141.4	193.8	165.8	184.7	203.6	89.7	103.7	112.9	92.7	164.9	144.1	89.7	94.1	53.1	45.2	43	57.2	155.2	258.8	129.4	215.5	92.5	140.7	YU QIU
ABY-0125602	signal	YPO3069	yfgC	1334.6	1136.4	1298.4	1344.1	1265.7	1216.8	1214.4	1473.1	1102.4	1085.4	1057.6	1057.7	668	743.2	851.2	712.7	827.3	735	1557.4	1413.5	1357.2	1351.4	1242.2	1227.6	1513.6	1172.1	1280.8	1313.8	1302.1	1386	YU QIU
ABY-0125603	signal	YPO3070	yfgD	2117.8	2208.3	1469.6	2343	2141.4	2181.1	926.8	792.1	837.1	900.5	1216.1	817.2	546.6	648.5	710.2	602.2	656.5	638.6	1146.7	1128.2	1131.3	1407.4	983.8	1159.9	891.3	815.6	742.2	836.3	824.3	808.4	YU QIU
ABY-0125604	signal	YPO3071	hda	461.4	592.1	741.4	558.4	673.4	556.8	118.7	226	208.2	208.6	209.4	239.8	586.9	580.3	535.7	477.5	450.4	477.4	375.5	304.5	273.2	271.8	265.5	252.9	178.4	154.7	184.4	173.5	153.4	181	YU QIU
ABY-0125608	signal	YPO3073	cysS	1047.9	921.3	897.2	944.2	870.5	986.5	815	671.4	791.1	853.1	780.6	780.1	804.2	954.8	1052	1059.9	1278.2	1090.2	1186.3	1039.3	1158.5	1102.7	1025.9	1048.7	765.2	772.8	748	821.9	759.4	667.6	YU QIU
ABY-0125610	signal	YPO3074	ppiB	1751.6	1925.5	1888.1	1723.7	2721.6	1528.7	1271.8	1056.3	1058.1	954.6	1138.3	923.9	2684.1	2603.3	2430.9	2377.6	2529.4	2411.6	2575.4	2351.2	2881.6	2390.8	2460	1916.2	1123.8	963.7	862.7	1107.9	982.4	991.9	YU QIU
ABY-0125613	signal	YPO3075	lpxH	145.7	191.5	191.8	115.2	197.4	161.1	56.9	61.2	83.6	68.9	52.9	33.6	168.9	219.7	173.4	180.9	169.7	173.2	150.4	133.8	96.2	101	96.2	64.7	71.2	86.2	89.4	67.3	83.2	78.5	YU QIU
ABY-0125614	signal	YPO3076	purE	288.5	378.8	657	393.9	391.8	227.9	92.2	57.7	108.7	112.8	111	71.4	1446.5	1085.4	1257.1	1097.9	1435.1	1034.1	1188	1319.2	1210.7	1196.9	1161.5	954.3	67.3	59.6	86.7	59.8	70.1	55.4	YU QIU
ABY-0125616	signal	YPO3077	purK	253.3	276.3	608.2	424.8	419.3	273.6	162.6	159.6	152.9	132.3	104.1	108.2	1217.4	1060.3	1166.3	1147	1125.9	1042.2	1175.7	1225.8	1293.7	1189.5	1168.6	1154.7	66.9	54.9	69	68.9	45.3	43	YU QIU
ABY-0125618	signal	YPO3078	ybbP	171.4	272.8	250.7	240.6	258.4	269.3	193.5	154.5	191.7	168.4	134.2	172.8	310.5	318.1	262.2	242.9	257	278.9	181.2	159.6	197.8	188.3	164.1	195.3	108.4	149.9	122.2	78.5	90	93.3	YU QIU
ABY-0125630	signal	YPO3079	ybbA	189.1	83.7	202.3	151.9	160.1	125.5	229.5	239	257.5	189.3	164.3	172.6	317.5	314.9	341.7	427.7	413	339.9	258.6	248.7	242.1	236.4	244.9	264.9	184.7	158.7	195.7	159.7	184.4	156.5	YU QIU
ABY-0125633	signal	YPO3080	tesA	219.5	247.9	366.7	173.3	266.2	226.8	341.8	297.1	327.2	322.8	278.3	277.1	340.1	541.1	439.6	494.1	387.9	471.9	425.9	353.8	209.6	190.8	215.9	107.5	386.5	346.9	373	261.5	339.2	345.2	YU QIU
ABY-0125636	signal	YPO3081	ybbO	401	320.1	683.1	345.9	583.9	387.1	961.3	868	963.2	912.7	1000.3	896.2	426.3	554.1	688.4	650.3	635.5	661.9	840.6	861.8	612.2	562.7	627.2	474	700.3	474.9	745.2	723.1	825.1	703.5	YU QIU
ABY-0125639	signal	YPO3082	ybbN	1519.4	1783.8	2653	1215.3	2415.6	1113.6	1917.6	2815.2	1964.9	2201	2060.8	2828.8	1434.8	1581.8	1710.5	1608.5	1754	1619.9	2122.6	2455.2	2561.1	2760.4	2654.2	2490.7	890.9	951.7	926.7	936.8	941.9	814.1	YU QIU
ABY-0125642	signal	YPO3083	qmcA	645.7	469.4	408.4	551.1	442.2	719.2	590.3	580	606.4	573.7	652.4	578.4	543	695.9	615.5	643.9	670.3	695.8	394.8	455.3	494.4	466	579.4	511.9	719.3	758	890.5	847	680.2	696.4	YU QIU
ABY-0125645	signal	YPO3084	ybbJ	508.2	402.2	365.9	499.1	413	410.2	612.1	686.9	644.8	556	549.9	571.7	479	424.3	413.1	474.3	440.3	504.7	282.1	312.4	301	320.3	378.1	368.5	1021.1	824	1016.2	777.2	947.1	919.9	YU QIU
ABY-0125649	signal	YPO3085	cueR	518.2	815.5	827.6	518.3	801.4	439.3	1868.1	1705.7	1833.8	1774.9	1707.4	1570.4	343.9	388.6	506.9	485.8	583.9	502.7	769.9	759	664.2	625.9	644	592.4	1387.4	1190.2	1384.2	1350.1	1630.3	1522.5	YU QIU
ABY-0125650	signal	YPO3086	copA	1040.5	612.2	832	871.7	833.5	760.7	1306.2	999	1136.3	1121	981.3	865.4	358.7	408.7	444.2	438.8	435	449.7	282.5	298.5	400.6	394.2	299.8	512	1379.2	1452.2	1065.9	1137.8	994	1103.7	YU QIU
ABY-0125669	signal	YPO3087	ybaP	110.7	116.5	151.4	236.4	119	151.8	308.4	231.6	259.5	237.5	216.9	180.6	236.3	212.4	187.8	205.1	198	212.4	121.7	116.2	101.1	70.8	72.7	90.4	393.4	490.3	437.8	326.5	379.3	325.5	YU QIU
ABY-0125670	signal	YPO3088	ybaK	228.8	254.5	325.5	241.2	237.5	223.7	256	290.1	230.1	247.3	262.1	228	273	205.3	229.9	262.8	219.7	204.6	212.1	184.3	216.5	228.3	185.3	104.7	526.1	494.3	368.6	497.6	564.7	545	YU QIU
ABY-0125671	signal	YPO3089		84.2	104.3	98.4	61.9	111	77	97.3	74.8	95	88.5	84.3	105.7	83.8	78.4	73.9	73.9	77.2	88	63	64.4	65.7	46.4	87.6	38.9	93.7	81.6	104.5	96.8	101.2	106.2	YU QIU
ABY-0125678	signal	YPO3093	rosA	108.6	74.2	93.5	64.8	146	121.1	66	113.2	101.9	56.9	34.8	69.7	62.2	31.7	25.7	45.1	53.5	60.9	47.3	46.1	32.7	32.8	34.2	42.9	78.4	108.1	127.9	104.9	101.4	95.3	YU QIU
ABY-0125689	signal	YPO3094	ybaL	505.4	640.9	447.5	496	559.7	566.1	746.1	617.3	632.6	656.6	687.9	758.6	294	213	209.7	225.6	207.4	220.8	351.9	420.3	362.2	381.8	427.2	438	793.4	925	647.9	732.7	734.3	878.6	YU QIU
ABY-0125704	signal	YPO3095	gsk	289.3	361.9	296	260.4	327.8	245	156.9	185.5	156.1	142.6	166.3	129.8	290.6	236.1	209.9	245.4	270.4	259.8	215.9	188.3	166.4	210.4	213.4	249.3	145.8	209.7	226.7	209.7	205.3	146.5	YU QIU
ABY-0125707	signal	YPO3096	wzz	87.3	52.6	45.2	50	43.7	24	23.9	77.7	56.8	39.5	30.1	19.5	45.2	21.4	25.1	21.8	30.9	32.6	15.4	16.8	17	5.6	15.1	19.8	4.7	18.4	22.3	11.9	30.7	25.6	YU QIU
ABY-0125710	signal	YPO3097	manB	87.2	117.2	51.9	73.2	102.7	67	41.6	82.2	37.8	42.7	55.4	25.2	44.6	34	27.9	38.3	46.3	52	23	18.5	30.8	26.2	22.4	19.2	1.9	43.8	24	59.9	22.5	19.6	YU QIU
ABY-0125713	signal	YPO3098	wbyL	10.1	17.2	17.5	15.2	39.1	29.6	2.8	13.5	17.9	14.3	22.8	17.1	14.9	28.6	4.9	15.4	21.6	18.8	6.2	4.3	9.4	13.7	9.9	8.3	7.1	3.9	6.1	5.1	22.7	9.9	YU QIU
ABY-0125715	signal	YPO3099	manC	52	38.2	31.7	4.3	59.1	58.7	42.6	55.7	21.4	68.4	36.8	8.5	61.2	44.6	44.5	41.9	58.3	56.2	19.3	17.4	13.1	25.6	4.1	18.2	22.9	51	70.3	25.4	3.9	44.3	YU QIU
ABY-0125720	signal	YPO3104	wbyK	60.7	28.4	25.4	5.9	34.1	19	14	51.3	64.2	32.5	29.5	18.5	38.1	37.1	19.5	36.1	35.5	25.7	11.9	12	23.8	23.5	25	34.1	15.7	40	21.3	4.6	36.2	27.7	YU QIU
