<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
Feature ID	Data Definition	Alternate Name	Name	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Data Submitter
ABY-0117813	signal	YPO0767	gntP	251.4	503.6	470.2	475.3	318.8	376	401.2	425.4	283.5	454.7	376.9	589.8	44.5	81.9	70.9	55.9	55	51.5	76.2	86.1	81.4	83.9	103.9	107	129.2	187.1	172.2	133.6	179.8	148.4	YU QIU
ABY-0117828	signal	YPO0768		24	4	7	3.8	6.7	4.3	9.5	3.2	1	19.7	3.9	16.4	10.2	12.6	0.7	6.3	3.2	3.1	3.3	10	6.6	3.5	1.3	14.3	19.5	12.4	5.8	23.7	3.8	22	YU QIU
ABY-0117829	signal	YPO0769		209	240.1	180.7	174.3	206.6	164	284.3	206.6	273.4	250.9	258.3	255.3	54.7	56.3	64.1	62.5	70.1	41.6	115.9	123.7	99.3	88.2	124.5	119.7	192.7	188.2	312.3	242.8	184	199.6	YU QIU
ABY-0117831	signal	YPO0770		100.3	109.7	97	57.8	84	77.7	143	148.9	207.2	124	117.6	121.5	51.4	31.6	36.4	32.8	40.1	36.3	49.5	57.6	47.2	52.2	36.3	74.6	129.5	93.2	108.8	111.7	129.7	145.4	YU QIU
ABY-0117841	signal	YPO0771		119.3	115.8	112.9	83.9	99.7	59.9	86.2	93.5	71.4	99.7	62.7	83.7	32	58.6	45	39.4	61.7	46.9	65.3	50.5	56	56.3	61.2	46.7	41.8	86.1	49.7	39	81.9	59.8	YU QIU
ABY-0117852	signal	YPO0772		148.1	134.8	119.3	99.5	93.3	91	98.4	139	132.5	105.1	124.1	98.4	45.5	43	44.5	48.7	53	39.3	66.3	79.5	58.8	56.5	71	84.6	98.1	91.9	127.5	83.6	42.7	103	YU QIU
ABY-0117865	signal	YPO0773		55.7	44.8	34	60.6	30.2	28	35.3	98.4	40	57.4	38.3	57.9	23.2	21.6	18.5	16.3	29.6	13.6	33.3	25.5	20.9	36.4	19.6	44	60	36.3	47.4	40.2	49.5	35.2	YU QIU
ABY-0117867	signal	YPO0774		81.4	35.1	102.3	128	104.8	50.8	88.3	142.4	121.4	92.1	79.5	103.1	63.7	77.1	54.9	62.7	37.4	70	97	92.9	77.6	85.2	75.2	78.5	116.1	75.3	159.7	102.2	92.4	103.7	YU QIU
ABY-0117868	signal	YPO0775		77	95.1	83.4	89.3	97.3	62.6	40.7	15.6	36.9	34.9	35.3	49.1	34	19.2	21.2	25.5	29.4	26.1	27.5	25.4	40.2	41.7	26.4	51.6	36.7	39.8	15.1	33	9.6	37.3	YU QIU
ABY-0117869	signal	YPO0776		212.2	222.3	130.4	186.2	182.6	194.2	69.2	141	84.1	85.2	75.9	63.7	39.7	27.4	31.1	32	45.1	38.1	39.4	47.8	62.1	61.1	58.2	64.8	95	70.8	92.1	79.8	93.7	59.5	YU QIU
ABY-0117875	signal	YPO0777		52.1	133.8	81.4	83.1	31.9	33.3	59.1	53.8	78.4	47.5	90.9	51.8	34.2	40.5	33.3	37.5	40.5	39.6	41.7	43.4	37.3	71.4	48	52.7	36.2	26.2	60.6	70.6	42.6	45.3	YU QIU
ABY-0117899	signal	YPO0782		3.3	15.9	1.6	3.2	19.9	5.8	8	1.3	11.6	2	20.3	1.1	7.8	2	1.3	6.3	1	15.2	0.8	4.2	0.8	1.4	5	1.2	11.6	21.7	1.9	22.4	34.8	6.2	YU QIU
ABY-0117902	signal	YPO0783	thyA	606.9	590	874.8	538.5	738.8	536.4	435.6	551.2	507.1	575.5	482.9	533.6	1420.7	1495.5	1319.4	1279.2	1305.3	1194.8	1187.9	1144.3	1005.4	1127.5	821.2	1007.7	387.6	436.8	551.3	425.7	365.1	381.8	YU QIU
ABY-0117905	signal	YPO0784	lgt	432.7	453.5	789.8	553.7	597.4	428.1	576.7	680.5	516.8	658.4	605.2	539.1	1708.6	1436.7	1428.4	1548.4	1418.8	1257.9	1456.1	1218.3	1003.5	920.2	881.8	821.3	552	464.5	609.4	572.2	664.6	688.6	YU QIU
ABY-0117915	signal	YPO0785	ptsP	478.5	438.5	424.1	391.6	496.2	321.9	233.8	204.9	264.3	223.5	242.4	250.4	793.5	905.7	807.2	815.6	836.8	882.6	605.4	544.7	561.5	569.4	621.3	660.4	345	325.4	306.5	302.7	238.2	259	YU QIU
ABY-0117921	signal	YPO0786	nudH	430.4	555.7	648.1	410.8	487.9	506.7	352.4	341.6	402.4	342.8	388.2	385.4	907	958	747.7	909.1	852.8	835.4	548.7	498.9	426.5	489.4	456.6	464.2	869.8	940.7	855.2	952.8	1012.5	1074.6	YU QIU
ABY-0117924	signal	YPO0787		14.7	169.7	62.4	53.3	81.7	31.3	69.3	20.7	44.5	44.2	52.1	41.9	13.8	23	7.9	18.9	25.2	14.7	21.8	23.4	21.3	28.1	17.9	14.2	34.7	50.2	50.2	28.8	29.4	24.9	YU QIU
ABY-0117925	signal	YPO0788		27.5	52.2	23.2	32.5	46.7	37.1	16.6	47.3	33.5	20.3	18.2	23.4	11.2	6.7	8.2	5.5	11.1	32.6	10.1	4.7	18.9	9.9	14.7	17.1	15.6	22.3	58.4	41	24.5	27.2	YU QIU
ABY-0117926	signal	YPO0789	mutH	412.1	449.3	529.8	388	604.1	371.2	216.6	221.1	178	248.8	241.1	255.4	209.4	264.6	274.3	276.9	239.8	263.5	280.2	313.3	233.4	213.5	289.5	186.4	118.9	166.3	217.4	145.4	170.9	130	YU QIU
ABY-0117927	signal	YPO0790	tas	1033.7	913.8	829.8	1108.4	879.7	1006.6	752.6	746.6	742.2	736	712	704.5	1065.4	1043.3	1142.9	1296.5	1078.5	1207	811.9	726.7	818.7	763.1	887.7	1089.5	1234.9	1196	1172.5	1226.6	1131.4	1336.2	YU QIU
ABY-0117929	signal	YPO0791		130.3	93.2	110.4	70.8	72.8	62.6	136.5	143.6	118.3	172.7	124.9	136.6	116	121.5	96.3	116.9	112.3	108.2	78.1	76.7	56	41.4	66.7	37.8	262.3	320.1	331.8	299.6	305.2	337	YU QIU
ABY-0117930	signal	YPO0792	ygeD	277.5	283.4	276.7	276	268.4	312.4	299.6	299.3	325.8	305.9	284.6	377.4	308.2	357.4	310.8	335	313.6	391.1	262.9	293	296.9	277.5	314.6	277.6	543.5	572.6	527.8	519.5	488.4	469	YU QIU
ABY-0117941	signal	YPO0793	aas	409.3	454.1	399.6	480.4	434.9	520.4	312	260.9	332.9	311.1	315.4	328.1	379.3	372.9	360.3	419.5	364.6	434.1	276.8	288	332	295.3	297.5	297.5	528.2	489.7	613.4	617	525.3	571.3	YU QIU
ABY-0117946	signal	YPO0794	bisC	222.5	272.3	260.4	150.4	155.2	122.5	284.2	177.2	225.4	170.9	208.8	216.8	266.7	315.4	323.4	291.1	221.8	311	239.9	219.1	186.6	251.6	205	184.3	214.9	249.7	282	204.5	254.3	218.2	YU QIU
ABY-0117950	signal	YPO0795	galR	392.5	434.1	435.9	473.7	379.4	396.4	314.1	368	368	363.2	368	418.7	387.5	675.6	744.9	615.2	386	548.9	352.1	341.1	325.4	315.3	282.7	310.2	216.9	260	287.8	309.5	286.5	270.4	YU QIU
ABY-0117954	signal	YPO0796	lysA	250.7	270.8	252.6	189.8	296.3	194.3	125.1	215.3	185.1	129	128.3	183.9	79.7	84.1	95.8	80	118.4	93.2	75.9	88.3	90	90	91.1	89	108.3	117.3	118.5	153.4	139.2	138.5	YU QIU
ABY-0117959	signal	YPO0797	lysR	278	200.5	252	235.5	270.8	153.6	168.8	213.3	149	170.4	146.8	166.6	108.3	105.2	122.6	112.1	101.9	105.7	138.4	145.5	182.7	189.3	182.5	235.3	122.9	174.1	201.6	159.5	145.7	128.2	YU QIU
ABY-0117963	signal	YPO0798		15.9	16.4	51	73	65	55	65.7	75.1	48.7	44	83.3	42	34.4	23.5	42.1	36.5	18.7	13.1	33.8	29.7	31.3	27.4	21.6	35.9	25.6	5.2	64.3	7.6	37.8	22.3	YU QIU
ABY-0117977	signal	YPO0799		407.8	500.8	812.1	533.7	899.8	555	324.8	355.5	270.8	253.4	269.2	274	332.5	414	336.9	391.6	387.1	369.2	354.9	341	264.7	280.5	283.9	372.9	445.2	392.7	486.4	450.2	465.5	462.1	YU QIU
ABY-0117979	signal	YPO0800		1316.7	1101.2	409.7	1321.6	508.8	1625.6	231.7	247	221	232.3	189.8	199.5	632.8	762.6	989.4	1024.6	948.3	1090.1	541.7	402.5	482.5	519	473.8	403.9	1368.3	1036.7	1130.1	973	1159.8	1114.5	YU QIU
ABY-0117981	signal	YPO0801		680.3	631.7	294.9	540.7	311.7	605.2	188.3	213.6	204	173.7	166	173.2	528.3	472.7	377.6	477.7	404.1	430.3	216.8	166.5	179.1	191.1	163.6	201.3	582.4	381.7	450.1	558.8	493.4	521.5	YU QIU
ABY-0117982	signal	YPO0802	cheD	112	67.6	62.3	89.6	62.9	92.9	96.4	143.1	150.5	121.3	78.3	94.7	30.3	36.2	32.4	45.4	32.8	57.6	33.7	41.5	28.4	38	33.3	48.2	59.7	82.8	117.7	52.2	89.3	54.9	YU QIU
ABY-0117989	signal	YPO0803		5.8	35.8	7.8	12.5	19.1	7	8.3	8	15.1	21.5	6.2	12.3	9	11	17.1	4	3.7	1.5	5.4	6.3	2.6	10.8	14.5	2.4	10.9	35.3	32.9	22.9	1.3	23.6	YU QIU
ABY-0117990	signal	YPO0804		53.8	44.2	20.1	14.7	36.2	31.8	6.8	10.2	23.9	3.3	17.4	14.1	20.1	5.3	11.4	4.1	11.6	21.2	0.8	3.5	3.3	9.2	18.1	19	5.3	4.8	39.6	29.3	4.4	4.3	YU QIU
ABY-0117994	signal	YPO0805		23.7	14.4	21.3	6.4	5.8	21.7	3.2	17.8	4.4	9.2	14.4	4.9	7.2	7.7	2.5	4	4.1	8.7	4.5	1.6	1	5.4	1.5	7.1	3.3	2	10.1	4.3	3.1	2	YU QIU
ABY-0117996	signal	YPO0806		11.2	14.9	23.3	27	8.1	29.4	13.8	29.9	31.3	22	30.8	30.9	21.2	3.5	15.8	6.9	9.6	11.5	7.3	10.5	32	13.8	17.5	15.8	16.2	2.7	13.5	34.3	29.1	23.1	YU QIU
ABY-0118004	signal	YPO0807		3.7	7.2	4.6	0.8	3.1	18.4	5.6	7.7	4.2	8.6	12.3	1.4	9.9	11.9	14	9.9	7.3	9.9	1.3	0.6	9.1	2.1	0.7	1.4	11.9	5.9	14.4	2.5	19.1	13.4	YU QIU
ABY-0118006	signal	YPO0808		33.4	50.4	9.2	18	18.2	45.9	9.2	22.2	2.8	14.1	6.6	15.5	6.1	1.4	11.1	9.1	16.3	1.6	2.9	3.5	6.1	1.4	11.2	9.7	1.3	3.3	27.5	20.6	3.9	0.8	YU QIU
ABY-0118008	signal	YPO0809		13.2	22.7	5.2	27.4	49.8	12.4	11.4	32.4	27	25.8	11.4	8.8	7.8	1.1	0.9	9.2	2.8	4	2.1	6.2	17.4	12	25.2	8.8	6.7	44.1	46.1	22.6	4.5	27.4	YU QIU
ABY-0118010	signal	YPO0810		4.2	9.4	1.4	3.4	5.3	4.6	5.2	37.9	3.1	0.6	7.5	11.1	2	1.8	3.1	3	1.2	2.2	0.7	0.7	1.9	8	2.2	1.9	3.8	2.9	6.3	5.2	13.6	10.8	YU QIU
ABY-0118012	signal	YPO0811		22.4	17.1	9.4	2.1	17.8	21.2	13.6	5.9	17.3	34	10	17	2.3	13.6	9.8	5.8	23.6	1.5	6.7	8.3	7.1	1.3	10	3.9	17.3	18.3	6.2	5.4	4.3	2.5	YU QIU
ABY-0118015	signal	YPO0812		8.9	41.6	22.6	13.7	14.8	5.7	4.7	31.8	1.8	14.7	28	20.9	2.7	7.6	1.6	1.5	15	1.4	11.8	4.2	6.8	14.6	28.7	3.7	24	5.9	20.4	8.4	18.8	12.1	YU QIU
ABY-0118018	signal	YPO0813		48.9	34.8	22.1	11.1	12.5	12.5	50.1	93.8	88.8	67.3	71.9	71.3	20.2	16.3	15.4	6.6	22.4	14.5	23.2	27.6	37.2	24.4	27.4	29.7	23.2	29.3	37.5	16	36.1	29.3	YU QIU
ABY-0118027	signal	YPO0815		36	39.2	22.4	15.4	57.6	42.8	42.9	96.4	37.4	50.8	34.8	46.1	13.8	7.3	16.4	4	11.8	26.7	17.6	15.9	14.4	18.9	17	14.5	23.4	14.5	45	17.2	21.9	13.1	YU QIU
ABY-0118031	signal	YPO0816		13.2	4.8	8.1	17.8	33.7	14.6	21.8	35.5	10.8	26.8	16.9	28.8	3.3	4.8	1	5.4	7.3	2.4	14.7	2.9	17.2	17.8	22.9	12.5	13.2	8	6.3	32.6	30	3	YU QIU
ABY-0118036	signal	YPO0817		3.1	6.4	3.5	8.2	8.4	5.2	9.1	5.3	2.4	7.3	9	2.9	5	12.7	2	0.4	17.2	2.2	0.7	0.5	4.1	0.4	1.5	1.4	2.6	5.9	23.4	3	3.8	2	YU QIU
ABY-0118038	signal	YPO0818		25.3	21.8	5.2	20.4	9.1	2.5	12.9	24.8	25.9	11.9	3.1	13.3	5.2	9.5	6.7	0.3	12.5	2.6	4	2.3	21.9	2.3	6.4	7.4	1.8	10.4	15.7	14.1	3.7	11.7	YU QIU
ABY-0118039	signal	YPO0819		1952.6	2345.7	1097.4	2755.3	1366.7	2130.9	3372.5	3440.5	4028.8	3653.7	3994.5	2491.3	2764.5	2261.7	2225.5	2319.6	2511.9	2602.9	416.7	395.9	393.5	399.4	383.6	461.7	5353.2	5382.5	4995.8	4957	5347.2	5369.3	YU QIU
ABY-0118042	signal	YPO0820		25.6	14.7	4.7	15.2	19.7	24.6	2.2	21.2	11.8	3.4	29.2	12.4	10.6	16.7	4	1.1	12.1	2.1	10.4	7.1	2.8	8.5	5.5	2.1	34	65.3	28.8	21.7	29.9	25.2	YU QIU
ABY-0118043	signal	YPO0821		5.9	8	15.8	20.9	4.3	4.9	16.3	55.6	26.9	22.9	26.3	24.6	44.5	22.3	24.1	30.5	32.3	39.6	18.6	36	40.7	40.7	26.3	26	26.4	28	33.4	24.7	4.1	34.5	YU QIU
ABY-0118044	signal	YPO0822		30.3	51.2	53.7	67	56.1	39.9	60.8	110.8	60.2	85.8	70.7	92.7	83.8	94	97.5	94.8	91.9	81.8	94.7	115.3	122.4	107.6	105.5	116.8	77.2	104.9	106.6	89.2	121.5	124.5	YU QIU
ABY-0118045	signal	YPO0823		67.9	20.8	58.7	52.1	9.1	88.2	96.9	121.7	118.2	66.3	82.4	70.8	70.7	78	60.8	69.6	61.3	67.7	55.4	100.7	96.5	86.1	92.3	91.3	81.3	9.3	80	81.6	87.6	41.1	YU QIU
ABY-0118046	signal	YPO0824		118.2	60.1	78.9	54.7	83.6	82	95	114.5	131.3	72	73.8	85.5	44.3	50.5	62.6	72.4	55	73.3	51.6	64.1	52.5	47.7	46.8	56.5	59.8	59.6	105.1	66.9	93	81.7	YU QIU
ABY-0118061	signal	YPO0829		114.1	32.6	76.9	135.5	17.2	113.6	152.7	195	247.3	177.4	188.9	278.4	47.5	67	49.5	71.9	52.3	60.6	97.6	151.4	160.4	192.2	174.3	211.7	153.4	156	249	170.7	164.3	141.4	YU QIU
ABY-0118063	signal	YPO0831		764.6	697.4	596.9	732.4	468.8	625.9	1043.2	898.3	780.3	876.9	894.5	1032	452.1	479.2	488.4	522.7	442.6	583	370.8	393.7	511.8	427.9	577.9	557.5	846.1	940.2	856.1	851.2	957.8	940.6	YU QIU
ABY-0118066	signal	YPO0832	agaZ	95.8	21.7	64.2	161.4	29.5	93.9	180.9	213.2	217.8	206.6	213.9	268.9	45.8	75.2	68.7	71.7	58.9	82.9	46.8	80.5	55	69.8	61.6	88.3	239.3	350.2	257.4	254.2	321.1	272.6	YU QIU
ABY-0118067	signal	YPO0833		238	170.2	107.9	158.4	120.3	220.8	139.6	182	187.4	126	113.8	187.7	110.8	137.2	90.2	106	67	106.7	79.6	94.4	95.9	105.1	93.3	123.5	207.5	173	245.4	241.4	225.5	225.6	YU QIU
ABY-0118070	signal	YPO0834	manX	208	239.9	178.3	385.2	244.7	286	195.4	230.6	255.9	226.8	229.1	321.9	156.8	175.9	120.9	176.7	141	162.6	269.9	278.5	363.2	340.4	282.3	335.3	199	253.3	161.6	162.1	188.2	185.6	YU QIU
ABY-0118071	signal	YPO0835		233.4	221.5	183.2	356.5	240.6	229.8	289	342.1	325.7	325	267.7	356.2	188.4	215.4	197.9	209.5	187.3	217	320.6	365.8	409.3	421.5	384.8	389.4	283	288.4	275.3	276.1	229.4	287	YU QIU
ABY-0118076	signal	YPO0836		331.4	344.2	282.9	337.9	267.7	362.2	224.5	245.8	256.2	233.3	239.4	223.7	132.8	169.3	210.7	187.5	174.4	211.7	267.5	261.1	368.3	318.1	301.7	385	234	200.2	298.9	315.8	254.1	199.1	YU QIU
ABY-0118082	signal	YPO0837		48.3	35.8	81.9	102.6	60.6	32.8	103.3	8.7	133	81.9	94.1	101.1	74.5	123.3	102.3	108.1	88.6	68.3	135.2	138.9	142.9	160.6	122.1	127.2	69.8	61.3	13.3	64.3	83.2	71.4	YU QIU
ABY-0118083	signal	YPO0838		123.8	163.1	115.2	178.2	142.5	114.5	123.2	88.6	101.6	99.7	125.9	112.1	99.3	124.7	109.5	115.6	117.7	106.2	121.6	134.6	150.6	127.3	151.5	147.2	71.4	81.8	105.7	69.6	63.8	54.2	YU QIU
ABY-0118084	signal	YPO0839	kduD2	81.1	123.2	62.5	74.5	107.2	92.4	101.2	121.7	84.1	106.4	112	109.8	72.6	69.8	82.1	87.4	47.5	82.1	97.5	86.4	125.5	93.7	98	108.1	54.5	5.3	23.1	49.8	39.9	55.5	YU QIU
ABY-0118088	signal	YPO0840		143.4	214.7	133.6	121.6	59.8	100.1	139.7	54.1	118.3	166.9	170.9	170.2	61.3	76.7	68.2	65.5	78.8	93.2	97.1	101.5	111.7	118.3	122.6	176.8	74.5	109.7	103.3	106.9	97.6	78	YU QIU
ABY-0118089	signal	YPO0841		78.8	88.6	71.1	96.2	59.1	67.1	40.5	47	24.6	43.3	72.4	63.5	24	39.3	40	44.3	48.1	31.4	60.8	71.7	68.2	76.1	60.9	76.2	31.9	40.6	69	37.6	46.8	50.4	YU QIU
ABY-0118090	signal	YPO0842		153.9	62.4	83.8	160.4	92.9	137.2	42.7	58.8	90.5	51.4	49.5	65.5	53.9	73.6	44.2	61.5	47.5	59.8	69.7	70.5	86.8	73.7	75.2	77.1	73.7	29.3	115.3	55.4	72.2	40.6	YU QIU
ABY-0118093	signal	YPO0843		108.4	149.8	95.9	143.7	174.9	175.5	64.4	106.6	70.4	91.5	93.7	88.1	44.4	54.3	40.2	41.1	45.9	50.2	46	66.5	58.5	66.1	58.9	80.2	73.4	26	61.5	53.4	41.9	45.5	YU QIU
ABY-0118095	signal	YPO0844	agaY	193.6	172.3	142	212.8	40	104	256.9	386.4	310.4	261.9	318.5	401.5	81.9	88.6	57.4	86.3	74	80.1	134.6	171.1	153.1	221	241.5	225.5	171.2	147.7	175.1	178.3	131.6	225.5	YU QIU
ABY-0118098	signal	YPO0845		125	105.4	109.8	117.1	67	69.6	269	306.8	269.2	289.4	289.7	382.6	68.7	88.4	82.6	100.9	74	94	120.1	133	124	185.5	131.4	147.1	160.4	178.1	169.9	149.9	172.2	162.7	YU QIU
ABY-0118100	signal	YPO0846		258.9	201.5	107.4	264.9	127.5	202.2	266.7	180.1	188	181.1	152	206.1	91.3	81.3	49.8	86.4	53.7	84.4	95	109.4	110	111.6	122.4	128.1	311.4	320.7	260.5	274.2	257	337.7	YU QIU
ABY-0118103	signal	YPO0847		57.6	61.7	32.2	29.7	67.2	170.2	133.4	228.4	245.1	174.5	195.4	119.9	26.6	25.7	40.3	27.8	34.8	32.3	56.7	52.6	61.1	66.5	49.6	46.3	122.7	74.2	185.4	127.4	71.3	80.4	YU QIU
ABY-0118115	signal	YPO0848		83.2	80.8	74.8	96.8	90.7	22.6	180.7	161.8	128.7	130.6	124	123	58.4	60.3	55.2	45	38.9	76.4	69.7	60.8	57.4	72.2	78	72.5	75.3	76.9	162.4	119	75	58.5	YU QIU
ABY-0118120	signal	YPO0849	ganR	638.6	538.3	470.9	806.4	462.7	718.4	293.5	399	383.1	315.4	299.5	432.6	188.9	320.8	309.3	322.5	260.6	227.6	247.6	255.2	319.9	298.6	258.9	390.7	859.8	800.2	648.8	835.6	626.9	761.8	YU QIU
ABY-0118125	signal	YPO0850	ganL	22.3	23.2	27.5	78.4	24.4	18.2	50.3	65.6	23.1	33.5	44.1	57.7	202	293.7	237.8	222.4	102.5	158.5	49.8	21.4	32.1	47.5	15	34.2	58.4	41.8	61	53.2	58.5	66.2	YU QIU
ABY-0118127	signal	YPO0851	ganC	32.9	31.2	18.4	16	13.5	27.8	32.1	48.6	46.5	30.6	31.1	40.4	19.2	18.5	32.3	16.1	13.9	11.5	14.3	12.2	22.2	14.8	32.2	8.4	43.9	36.3	31.2	32	61.5	46	YU QIU
ABY-0118130	signal	YPO0852	ganB	172.8	173.1	173.4	240.4	146.4	138.3	209.7	176.8	214.2	279.7	202.2	197.4	215.5	226.1	275.6	231.5	189.2	209.1	105.9	135.2	155.8	158.2	167.2	153.9	101	115.9	122.3	80	116.2	78.3	YU QIU
ABY-0118132	signal	YPO0853	ganA	182.8	165.3	168.8	264.6	130.9	141.4	109.3	171.1	119.4	144.8	154.1	143.5	211.7	269.4	333.1	310	206.2	239.2	103.2	116.9	155	145.8	132.3	125.6	74	139.2	126.8	109	80.5	100.5	YU QIU
ABY-0118133	signal	YPO0854	ganG	99.7	54.7	57.3	91.8	130.1	119	31.2	30.2	4	40.8	22.2	19.7	60.6	69.1	64.2	72.5	62.7	56.3	22.7	26.2	20.2	33.6	31.2	32.3	49	46.1	30.4	45.4	45.8	35.6	YU QIU
ABY-0118142	signal	YPO0855	ganF	199.1	337	179.7	272.1	234.4	278.7	77.1	134.2	116.4	84.9	105.8	64	141.1	240.7	196.6	180.3	208.9	215.9	61.9	63.9	90.5	96.5	78.3	89.1	105.8	146.7	180.1	172.4	104.1	139.6	YU QIU
ABY-0118155	signal	YPO0856	ganE	234.2	225.9	216.5	219.1	180.1	208.3	34.5	37	95.9	86.1	55	90.2	170.4	235.1	249.4	212.6	159.2	170.9	59.4	70.8	102	87.4	75.3	91.7	128.8	173.4	125.1	148.7	104.4	98.7	YU QIU
ABY-0118157	signal	YPO0857	ganK	265.6	218.2	229.7	225.3	184.6	195	116.8	206	120.5	118.4	119.1	106.5	164.8	152	230.4	239.4	226.7	171	82.9	101.9	94.9	111.1	119.1	143.1	127.8	101.5	80.2	122.3	107.7	74.5	YU QIU
ABY-0118161	signal	YPO0858		164.2	183.5	99.3	108.1	182.8	198.6	536.9	489.1	630.1	389.8	497.1	475.5	124.9	116.8	128.3	116	101.5	109.7	169.4	272.2	255.7	240.7	288.9	301.4	734.8	829	647.9	745.4	681.5	768.2	YU QIU
ABY-0118166	signal	YPO0859		17.8	28.4	7.4	50.6	13.5	15.7	53.7	56.8	78.2	85.9	73.8	63.6	9.5	25.5	12.6	13.6	16	21.5	17.2	23.3	25.8	20.2	11.3	24.4	21.7	27.5	52.3	48	43.7	25.9	YU QIU
ABY-0118175	signal	YPO0860		570.9	515.3	398.6	563.1	488	566.9	587.7	619.7	479	379.4	402.1	325	98.8	95.7	92.6	99.9	73.4	84.9	251.3	289.6	338.7	317.4	303.8	347.2	447.4	432.6	516.4	523.5	463.1	462.4	YU QIU
ABY-0118177	signal	YPO0862		75.8	120.1	103.6	75.2	68.7	71.8	84.2	132.3	72.5	67.1	65.5	60.3	266.8	257.3	157.4	212	217.4	257.4	64.5	51.5	34.9	37	20.8	32.7	140.1	140.6	145.3	189.9	209	149.3	YU QIU
ABY-0118178	signal	YPO0863		95.3	222.3	117.7	163.5	117.9	141.9	159.5	99.6	151.9	118.7	153.7	128.1	232.8	261.9	249.2	238.2	218.2	223.7	67.4	103.4	78.3	78.1	65.8	73.7	221.2	289.7	237	291.6	421.8	302.3	YU QIU
ABY-0118180	signal	YPO0864		167.9	254.5	240.4	261.2	270.1	217.4	513.8	684.1	513.7	606.3	629.1	748.3	167.8	247.4	287	268.8	245.3	257.5	355.9	371.7	364.4	371.2	411.4	382.6	354.6	440.8	386.8	347.3	442.9	394.3	YU QIU
ABY-0118181	signal	YPO0865		226.8	271.7	240.6	249.5	307.9	223.7	298.4	291	329.3	361	280.3	337.2	164.5	150.7	142.7	159	132.4	174.8	159.8	220.3	229.4	221.7	254.6	254	209.1	300.5	259.1	228	220.6	214.4	YU QIU
ABY-0118182	signal	YPO0866		98.4	17.7	99.9	85.7	121.1	34.6	74.9	149	42.6	104.4	55.8	122.5	34.9	27.8	43.5	40.3	16.5	47.5	50.3	56.5	30.5	31.7	54.3	62.7	65	89.3	115.7	103	128.1	93.2	YU QIU
ABY-0118183	signal	YPO0867		36	20.1	7.9	31.6	14	32.6	24.7	51.3	85.3	33.6	36	36.3	15.6	24.7	14.8	8.8	8.8	14.8	20.3	21.5	32.8	19.8	22.4	32.1	74.4	4.2	3.6	59.9	16.3	25	YU QIU
ABY-0118189	signal	YPO0868		6.7	14.4	9	7.8	6.8	28.6	22.5	16.7	17	20.8	7.6	24.4	8	0.8	9.3	1.9	7.7	12.2	8	8	12.1	17.7	1.5	12.7	18.6	11.6	16.1	7.9	3.4	12.3	YU QIU
ABY-0118191	signal	YPO0869		140.5	267.3	100.1	129.8	208.2	232.8	99.3	115.9	113.1	105.2	109.1	103.7	54.1	38	60.2	52.6	61.2	36.3	38.4	52.6	48.2	43.3	54.5	56.8	72.6	70.1	130.2	100.9	87.9	77.1	YU QIU
ABY-0118192	signal	YPO0870		76.8	145.7	129.5	55.2	37.5	29.7	83.2	129.6	58.7	71.3	50	72.5	51.1	38.3	69.2	78.8	67.8	58.7	105.1	101.4	97	101.4	113.3	95.2	87.4	74.3	114.3	107.6	79.4	92.9	YU QIU
ABY-0118193	signal	YPO0871		70.5	128	45.4	70.9	53.3	114.3	45.7	122.6	114.6	62.7	66.1	55.6	13.8	17	6.1	13.6	20.5	24	10.3	16.5	42.1	27.4	28.3	47.3	65	79.5	68.5	60.9	27.2	20.9	YU QIU
